unix,date,symbol,open,high,low,close,volume-btc,Volume USD
1630195200,2021-08-29 00:00:00,BTC/USD,48947.10,49666.00,47798.29,48808.72,1044.48189034,50979824.13067577
1630108800,2021-08-28 00:00:00,BTC/USD,49100.49,49325.00,48244.88,48935.36,692.70588551,33897811.88155063
1630022400,2021-08-27 00:00:00,BTC/USD,46857.86,49187.00,46363.00,49100.49,1943.55725598,95429613.61167343
1629936000,2021-08-26 00:00:00,BTC/USD,49022.39,49387.60,46309.33,46856.29,2091.10982610,97981648.43359119
1629849600,2021-08-25 00:00:00,BTC/USD,47670.80,49273.93,47100.00,49011.75,1902.72053396,93255663.13031404
1629763200,2021-08-24 00:00:00,BTC/USD,49516.08,49893.50,47593.66,47731.33,2217.80305724,105858689.60013132
1629676800,2021-08-23 00:00:00,BTC/USD,49296.71,50562.11,49010.00,49561.37,2419.86814706,119931980.58765508
1629590400,2021-08-22 00:00:00,BTC/USD,48883.84,49540.01,48080.17,49301.86,985.76533304,48600064.442391455
1629504000,2021-08-21 00:00:00,BTC/USD,49332.31,49833.02,48300.00,48884.34,1768.24156609,86439321.91887604
1629417600,2021-08-20 00:00:00,BTC/USD,46759.29,49436.10,46645.77,49356.00,2815.55159523,138964364.53417188
1629331200,2021-08-19 00:00:00,BTC/USD,44734.16,47114.99,43935.54,46764.30,2776.23768490,129828811.96796909
1629244800,2021-08-18 00:00:00,BTC/USD,44631.47,46041.62,44218.73,44721.13,2247.93415783,100530155.70375594
1629158400,2021-08-17 00:00:00,BTC/USD,45930.48,47183.37,44417.51,44694.35,3286.27326450,146877847.47920558
1629072000,2021-08-16 00:00:00,BTC/USD,47024.96,48075.22,45654.14,45930.51,2410.15099528,110699464.390218
1628985600,2021-08-15 00:00:00,BTC/USD,47130.97,47424.00,45500.27,47028.30,1726.79562797,81208262.83086155
1628899200,2021-08-14 00:00:00,BTC/USD,47855.00,48190.00,46000.00,47119.73,1908.95141153,89949275.09441249
1628812800,2021-08-13 00:00:00,BTC/USD,44413.35,47929.18,44253.97,47860.58,2934.74203072,140458455.74063703
1628726400,2021-08-12 00:00:00,BTC/USD,45536.80,46236.70,43800.02,44444.45,2463.50628392,109489181.86036824
1628640000,2021-08-11 00:00:00,BTC/USD,45596.21,46787.60,45353.02,45539.85,2606.12636675,118682603.82283999
1628553600,2021-08-10 00:00:00,BTC/USD,46282.30,46759.00,44643.00,45609.70,2390.08850832,109011219.8379227
1628467200,2021-08-09 00:00:00,BTC/USD,43836.05,46529.02,42811.26,46292.89,4961.58828106,229686260.52039963
1628380800,2021-08-08 00:00:00,BTC/USD,44624.40,45355.00,43298.84,43858.42,3647.13062980,159957386.9566329
1628294400,2021-08-07 00:00:00,BTC/USD,42857.09,44763.14,42251.00,44612.94,4886.93838098,218020688.7743579
1628208000,2021-08-06 00:00:00,BTC/USD,40893.77,43381.00,39879.47,42856.59,2937.38483944,125886297.7360959
1628121600,2021-08-05 00:00:00,BTC/USD,39742.77,41401.96,37300.00,40894.67,5804.40706860,237369311.61606434
1628035200,2021-08-04 00:00:00,BTC/USD,38173.75,39973.94,37481.00,39741.12,4080.83535873,162176967.691532
1627948800,2021-08-03 00:00:00,BTC/USD,39157.52,39792.83,37639.00,38177.07,3279.64493738,125207234.34950188
1627862400,2021-08-02 00:00:00,BTC/USD,39875.20,40459.31,38687.62,39165.55,2407.96526999,94309284.18005684
1627776000,2021-08-01 00:00:00,BTC/USD,41489.16,42614.85,39424.27,39839.00,2042.01706796,81351917.97045845
1627689600,2021-07-31 00:00:00,BTC/USD,42236.72,42411.32,41007.51,41490.13,1507.86822076,62561648.502201095
1627603200,2021-07-30 00:00:00,BTC/USD,40045.21,42335.50,38331.37,42234.89,3651.71579023,154229814.71162713
1627516800,2021-07-29 00:00:00,BTC/USD,40024.80,40662.80,39239.95,40037.51,2306.03838571,92328034.92824799
1627430400,2021-07-28 00:00:00,BTC/USD,39446.94,40927.53,38786.80,40036.32,3943.47800378,157882347.2722973
1627344000,2021-07-27 00:00:00,BTC/USD,37271.44,39539.50,36386.19,39475.41,5896.66715588,232773353.61189693
1627257600,2021-07-26 00:00:00,BTC/USD,35438.93,40581.30,35282.70,37291.24,8840.39875048,329669431.4998498
1627171200,2021-07-25 00:00:00,BTC/USD,34301.86,35448.97,33874.03,35428.28,2063.49425027,73106052.07695563
1627084800,2021-07-24 00:00:00,BTC/USD,33685.00,34534.32,33419.31,34301.78,1440.46627864,49410557.38732798
1626998400,2021-07-23 00:00:00,BTC/USD,32306.98,33684.17,32000.00,33684.17,1976.38421775,66572861.97600801
1626912000,2021-07-22 00:00:00,BTC/USD,32115.82,32609.83,31703.15,32300.88,2392.46948134,77278869.62042558
1626825600,2021-07-21 00:00:00,BTC/USD,29792.99,32875.42,29500.00,32138.45,4842.16399723,155619645.5167765
1626739200,2021-07-20 00:00:00,BTC/USD,30822.08,31068.62,29296.39,29786.58,3413.24206454,101668807.81478587
1626652800,2021-07-19 00:00:00,BTC/USD,31794.49,31881.71,30400.00,30829.29,2506.27744084,77266754.0441142
1626566400,2021-07-18 00:00:00,BTC/USD,31509.33,32440.98,31100.00,31776.65,1256.54606075,39928824.38133149
1626480000,2021-07-17 00:00:00,BTC/USD,31376.30,31950.00,31176.66,31529.68,1550.07201059,48873274.47085931
1626393600,2021-07-16 00:00:00,BTC/USD,31885.70,32264.53,31012.93,31388.17,1912.46866725,60028891.647316426
1626307200,2021-07-15 00:00:00,BTC/USD,32818.68,33179.00,31121.57,31848.65,2470.21303625,78672950.41696358
1626220800,2021-07-14 00:00:00,BTC/USD,32737.56,33111.72,31589.35,32823.55,2753.09806091,90366451.85718244
