unix,date,symbol,open,high,low,close,volume-btc,Volume USD
1626134400,2021-07-13 00:00:00,BTC/USD,33091.53,33340.00,32190.00,32728.00,1870.57403303,61220146.95300584
1626048000,2021-07-12 00:00:00,BTC/USD,34266.84,34677.00,32660.00,33105.00,1879.53733471,62222083.465574555
1625961600,2021-07-11 00:00:00,BTC/USD,33521.48,34635.82,33335.49,34258.53,1635.01765874,56013301.512474045
1625875200,2021-07-10 00:00:00,BTC/USD,33830.73,34261.04,33014.21,33517.60,1442.42483187,48346618.54468591
1625788800,2021-07-09 00:00:00,BTC/USD,32892.94,34115.44,32285.73,33826.43,1636.57507041,55359492.05896894
1625702400,2021-07-08 00:00:00,BTC/USD,33858.33,33943.02,32101.00,32898.79,2945.85492495,96915062.54639582
1625616000,2021-07-07 00:00:00,BTC/USD,34231.95,35059.02,33800.00,33882.47,1540.04244824,52180442.05121836
1625529600,2021-07-06 00:00:00,BTC/USD,33730.76,35100.49,33510.58,34244.09,2386.50511711,81723696.01577537
1625443200,2021-07-05 00:00:00,BTC/USD,35255.00,35258.70,33143.00,33704.21,2254.35340918,75981200.71721865
1625356800,2021-07-04 00:00:00,BTC/USD,34672.08,35960.00,34404.29,35289.21,1204.00371528,42488339.94929613
1625270400,2021-07-03 00:00:00,BTC/USD,33810.46,34959.72,33333.10,34688.30,1244.49692391,43169482.64566726
1625184000,2021-07-02 00:00:00,BTC/USD,33537.11,33981.51,32700.05,33811.56,2086.83881625,70559275.84596585
1625097600,2021-07-01 00:00:00,BTC/USD,35059.71,35071.34,32700.88,33564.21,3118.76325902,104678824.96603167
1625011200,2021-06-30 00:00:00,BTC/USD,35900.05,36099.82,34049.36,35037.23,3381.04539530,118462465.15556704
1624924800,2021-06-29 00:00:00,BTC/USD,34494.42,36623.79,34240.00,35907.93,3179.50783988,114169544.94886225
1624838400,2021-06-28 00:00:00,BTC/USD,34716.02,35357.13,33878.23,34487.11,3369.99371686,116221344.01265967
1624752000,2021-06-27 00:00:00,BTC/USD,32293.98,34772.94,32015.82,34699.50,3260.56534452,113139987.17217174
1624665600,2021-06-26 00:00:00,BTC/USD,31595.95,32714.46,30082.79,32269.38,3300.16005776,106494118.9646794
1624579200,2021-06-25 00:00:00,BTC/USD,34652.68,35517.22,31271.02,31597.75,5099.26353351,161125254.31596562
1624492800,2021-06-24 00:00:00,BTC/USD,33693.99,35289.00,32314.37,34649.32,4725.82718452,163746698.3811325
1624406400,2021-06-23 00:00:00,BTC/USD,32547.57,35000.00,31670.89,33652.28,5855.58129399,197053661.2681138
1624320000,2021-06-22 00:00:00,BTC/USD,31628.83,33315.85,28600.00,32545.26,9778.51694548,318244376.4050524
1624233600,2021-06-21 00:00:00,BTC/USD,35598.66,35763.80,31238.69,31634.16,8580.06222043,271423061.09103787
1624147200,2021-06-20 00:00:00,BTC/USD,35494.70,36125.00,33337.00,35589.77,3958.11811992,140868513.5207852
1624060800,2021-06-19 00:00:00,BTC/USD,35849.18,36440.00,34718.21,35507.06,3129.33472247,111113475.75082563
1623974400,2021-06-18 00:00:00,BTC/USD,38110.25,38208.68,35143.68,35840.00,4240.40486721,151976110.4408064
1623888000,2021-06-17 00:00:00,BTC/USD,38361.38,39553.05,37350.00,38097.68,3569.25261640,135980244.01876995
1623801600,2021-06-16 00:00:00,BTC/USD,40166.93,40506.59,38095.41,38353.99,4008.51296381,153742466.1288391
1623715200,2021-06-15 00:00:00,BTC/USD,40544.19,41341.57,39526.47,40171.47,4078.80197440,163851471.15055037
1623628800,2021-06-14 00:00:00,BTC/USD,39035.52,41050.00,38758.40,40532.79,6281.28059699,254597827.36887032
1623542400,2021-06-13 00:00:00,BTC/USD,35563.66,39386.43,34783.90,39013.76,3601.91766642,140524351.37746996
1623456000,2021-06-12 00:00:00,BTC/USD,37338.91,37445.55,34630.00,35542.76,3727.95235350,132501715.79188566
1623369600,2021-06-11 00:00:00,BTC/USD,36724.97,37680.65,35958.49,37341.11,3741.23051559,139701700.21800292
1623283200,2021-06-10 00:00:00,BTC/USD,37414.64,38446.24,35824.69,36707.54,5761.72488740,211498746.773231
1623196800,2021-06-09 00:00:00,BTC/USD,33413.19,37556.25,32423.72,37400.00,8539.58734220,319380566.59828
1623110400,2021-06-08 00:00:00,BTC/USD,33567.51,34085.61,31025.00,33411.69,9044.64846998,302196990.8379461
1623024000,2021-06-07 00:00:00,BTC/USD,35810.69,36808.30,33321.09,33582.62,4913.04022502,164992762.92156118
1622937600,2021-06-06 00:00:00,BTC/USD,35532.59,36510.58,35250.00,35808.85,2526.73361997,90479425.18746273
1622851200,2021-06-05 00:00:00,BTC/USD,36851.58,37927.93,34849.65,35532.14,4106.34880652,145907360.68210155
1622764800,2021-06-04 00:00:00,BTC/USD,39242.94,39277.36,35576.67,36887.32,5786.18608707,213436897.77329895
1622678400,2021-06-03 00:00:00,BTC/USD,37585.12,39490.00,37176.06,39219.88,4058.94293164,159191254.705769
1622592000,2021-06-02 00:00:00,BTC/USD,36693.30,38256.30,35933.19,37589.36,4270.10341121,160510454.36120072
1622505600,2021-06-01 00:00:00,BTC/USD,37279.89,37927.44,35699.98,36693.30,4348.75448360,159570152.89307988
1622419200,2021-05-31 00:00:00,BTC/USD,35675.30,37540.96,34195.20,37341.41,4383.79233382,163696986.8920295
1622332800,2021-05-30 00:00:00,BTC/USD,34644.09,36516.99,33425.00,35677.72,2979.71977699,106309607.88191167
1622246400,2021-05-29 00:00:00,BTC/USD,35691.36,37348.01,33650.00,34632.08,4457.16762006,154360985.59132755
1622160000,2021-05-28 00:00:00,BTC/USD,38578.50,38905.12,34710.23,35692.46,6167.02059154,220116135.7827178
1622073600,2021-05-27 00:00:00,BTC/USD,39299.46,40429.47,37212.90,38503.47,4113.43820958,158381644.69941726
1621987200,2021-05-26 00:00:00,BTC/USD,38385.87,40904.00,37859.74,39309.56,4205.61283515,165320790.08009902
1621900800,2021-05-25 00:00:00,BTC/USD,38848.36,40000.00,36486.85,38397.72,5765.34726030,221376189.80376652
1621814400,2021-05-24 00:00:00,BTC/USD,34735.35,39960.00,34426.21,38839.86,10213.18324641,396678607.44490993
1621728000,2021-05-23 00:00:00,BTC/USD,37474.34,38311.74,31107.46,34706.79,9376.29208573,325421000.3980931
1621641600,2021-05-22 00:00:00,BTC/USD,37318.43,38887.99,35260.00,37500.54,5720.00562166,214503299.6152857
1621555200,2021-05-21 00:00:00,BTC/USD,40566.13,42297.89,33520.00,37335.16,13106.84060164,489345990.9567257
1621468800,2021-05-20 00:00:00,BTC/USD,36793.39,43000.00,35000.00,40640.90,14703.03041947,597544388.9746383
1621382400,2021-05-19 00:00:00,BTC/USD,42900.85,43601.63,30066.00,36780.43,32468.86397019,1194218778.4350953
1621296000,2021-05-18 00:00:00,BTC/USD,43581.27,45872.05,42023.69,42877.75,6275.91387222,269097066.03458107
1621209600,2021-05-17 00:00:00,BTC/USD,46446.42,46648.50,42100.00,43593.39,12262.72268102,534573652.29555047
1621123200,2021-05-16 00:00:00,BTC/USD,46753.40,49800.00,43769.40,46444.75,5750.08326356,267061179.65522832
1621036800,2021-05-15 00:00:00,BTC/USD,49883.89,50710.93,46448.53,46708.89,3613.92837843,168802583.09596524
1620950400,2021-05-14 00:00:00,BTC/USD,49711.64,51572.00,48875.69,49880.43,4011.08190380,200074490.12676263
1620864000,2021-05-13 00:00:00,BTC/USD,49419.44,51420.72,45700.00,49694.96,9096.38363317,452044420.7950378
1620777600,2021-05-12 00:00:00,BTC/USD,56763.70,58021.26,48530.00,49386.56,6367.35410217,314461715.40806484
1620691200,2021-05-11 00:00:00,BTC/USD,55854.43,56972.33,54500.00,56763.70,4203.16906929,238587428.09845677
1620604800,2021-05-10 00:00:00,BTC/USD,58336.16,59603.00,53500.00,55880.72,6589.42714030,368221932.987505
1620518400,2021-05-09 00:00:00,BTC/USD,58964.89,59300.62,56256.00,58305.24,2589.62561937,150988743.2475165
1620432000,2021-05-08 00:00:00,BTC/USD,57371.02,59564.24,56977.50,58984.75,2928.99345356,172765946.6098732
1620345600,2021-05-07 00:00:00,BTC/USD,56425.82,58743.85,55288.11,57381.73,4234.70954424,242994959.69600272
1620259200,2021-05-06 00:00:00,BTC/USD,57517.08,58420.83,55283.00,56447.39,5144.23317131,290378536.0718724
1620172800,2021-05-05 00:00:00,BTC/USD,53221.75,57976.62,52924.50,57509.93,5504.55788108,316566738.4218591
1620086400,2021-05-04 00:00:00,BTC/USD,57227.64,57250.85,53080.69,53236.84,5747.19401914,305962448.4459131
1620000000,2021-05-03 00:00:00,BTC/USD,56599.91,59000.00,56500.00,57222.37,3636.51735676,208090141.69994274
1619913600,2021-05-02 00:00:00,BTC/USD,57893.01,57967.01,56064.51,56622.66,1887.08427188,106851731.1180088
1619827200,2021-05-01 00:00:00,BTC/USD,57790.66,58549.00,57049.63,57851.91,2248.55545142,130083227.60555921
1619740800,2021-04-30 00:00:00,BTC/USD,53585.93,58008.00,53087.15,57775.27,4809.18204712,277851791.2515107
1619654400,2021-04-29 00:00:00,BTC/USD,54898.45,55239.33,52379.90,53593.97,4172.67670698,223630310.25358492
1619568000,2021-04-28 00:00:00,BTC/USD,55094.73,56500.00,53811.49,54901.97,4542.50992013,249392743.35967967
1619481600,2021-04-27 00:00:00,BTC/USD,54015.32,55519.37,53325.75,55091.39,4111.12521596,226487602.61128658
1619395200,2021-04-26 00:00:00,BTC/USD,49122.75,54404.78,48823.01,54073.41,6046.79682802,326970924.06822497
1619308800,2021-04-25 00:00:00,BTC/USD,50126.34,50608.94,47004.20,49128.43,4167.43570798,204739573.45899588
1619222400,2021-04-24 00:00:00,BTC/USD,51177.77,51227.38,48713.34,50118.94,3445.13658315,172666593.70269987
1619136000,2021-04-23 00:00:00,BTC/USD,51693.98,52131.34,47555.00,51176.65,11649.31918465,596173130.6511184
1619049600,2021-04-22 00:00:00,BTC/USD,53823.48,55491.80,50450.01,51683.95,7838.95634691,405148227.8858791
1618963200,2021-04-21 00:00:00,BTC/USD,56493.02,56850.00,53628.79,53806.24,4578.25708723,246338799.61719832
1618876800,2021-04-20 00:00:00,BTC/USD,55694.55,57119.00,53400.00,56503.19,5863.88283884,331328086.1807159
1618790400,2021-04-19 00:00:00,BTC/USD,56260.83,57633.00,54252.88,55694.55,5791.23906226,322540453.51499265
1618704000,2021-04-18 00:00:00,BTC/USD,60048.82,60433.81,51541.16,56280.60,12869.85937399,724323407.4837816
1618617600,2021-04-17 00:00:00,BTC/USD,61436.23,62596.48,59676.67,60032.29,3091.48365756,185588843.46090263
1618531200,2021-04-16 00:00:00,BTC/USD,63247.24,63580.40,60042.04,61436.24,5778.81668659,355028768.873348
1618444800,2021-04-15 00:00:00,BTC/USD,62954.20,63855.37,61998.90,63239.19,3433.44934498,217128555.4825658
1618358400,2021-04-14 00:00:00,BTC/USD,63605.69,64895.22,61327.00,62986.09,6002.89354304,378098792.9623363
1618272000,2021-04-13 00:00:00,BTC/USD,59814.87,63769.00,59780.00,63564.48,5711.52676941,363050229.1036266
1618185600,2021-04-12 00:00:00,BTC/USD,59972.26,61234.56,59361.11,59831.66,3707.43645474,221822077.4316091
1618099200,2021-04-11 00:00:00,BTC/USD,59773.19,60679.00,59165.15,59979.26,1822.72044967,109325423.75807385
1618012800,2021-04-10 00:00:00,BTC/USD,58129.02,61222.22,57870.00,59766.93,3917.95081704,234163892.22547248
1617926400,2021-04-09 00:00:00,BTC/USD,58066.18,58890.25,57657.43,58109.56,2660.64809651,154609090.20303363
1617840000,2021-04-08 00:00:00,BTC/USD,55912.38,58145.49,55680.40,58096.60,4586.80685854,266477883.33785495
1617753600,2021-04-07 00:00:00,BTC/USD,58024.90,58668.00,55441.93,55932.83,5454.57661606,305089906.58805925
1617667200,2021-04-06 00:00:00,BTC/USD,59135.36,59473.90,57216.00,58018.30,2711.39784733,157310693.72574612
1617580800,2021-04-05 00:00:00,BTC/USD,58213.69,59280.00,56800.00,59125.00,2402.43713513,142044095.61456126
1617494400,2021-04-04 00:00:00,BTC/USD,57064.13,58501.00,56466.25,58212.18,1440.63181986,83862318.8114179
1617408000,2021-04-03 00:00:00,BTC/USD,58967.61,59801.39,56922.00,57064.42,1663.26835296,94913443.86601767
1617321600,2021-04-02 00:00:00,BTC/USD,58744.00,60103.04,58450.00,59003.60,2564.60002070,151320633.7813745
1617235200,2021-04-01 00:00:00,BTC/USD,58789.96,59490.00,57935.42,58728.53,2786.58091029,163651800.58739355
1617148800,2021-03-31 00:00:00,BTC/USD,58767.75,59816.17,56713.45,58782.58,4595.25252072,270120798.9194251
1617062400,2021-03-30 00:00:00,BTC/USD,57623.66,59388.66,57011.00,58760.59,3392.33861916,199335818.7416269
1616976000,2021-03-29 00:00:00,BTC/USD,55790.28,58402.68,54892.42,57600.10,5360.42566319,308761054.2423103
1616889600,2021-03-28 00:00:00,BTC/USD,55817.85,56573.04,54677.51,55790.92,2073.44919140,115679637.96146208
1616803200,2021-03-27 00:00:00,BTC/USD,55081.26,56686.15,53948.35,55839.42,2609.96757961,145739075.86422622
1616716800,2021-03-26 00:00:00,BTC/USD,51292.65,55114.86,51263.38,55081.37,4874.25111496,268480429.13602436
1616630400,2021-03-25 00:00:00,BTC/USD,52281.77,53271.59,50360.00,51326.11,6682.61740401,342992755.96613175
1616544000,2021-03-24 00:00:00,BTC/USD,54360.07,57207.33,51638.76,52287.52,6867.56433680,359087907.61171675
1616457600,2021-03-23 00:00:00,BTC/USD,54117.71,55866.44,52933.03,54361.57,4996.46365198,271615608.56956637
1616371200,2021-03-22 00:00:00,BTC/USD,57410.54,58461.78,53715.00,54070.92,6566.96696309,355081945.3038823
1616284800,2021-03-21 00:00:00,BTC/USD,58072.87,58632.52,55500.00,57381.79,3628.79780904,208226913.83079338
1616198400,2021-03-20 00:00:00,BTC/USD,58029.94,59957.00,57815.61,58138.39,2382.94564802,138540623.43338948
1616112000,2021-03-19 00:00:00,BTC/USD,57648.01,59450.95,56279.34,58072.00,3523.48233151,204615665.95544875
1616025600,2021-03-18 00:00:00,BTC/USD,58939.73,60083.25,57000.00,57648.05,5516.46389423,318013386.39776576
1615939200,2021-03-17 00:00:00,BTC/USD,56928.38,58968.80,54124.00,58901.80,5840.07702599,343991048.9694578
1615852800,2021-03-16 00:00:00,BTC/USD,55616.42,56950.00,53221.00,56908.34,7733.22669474,440085094.0413401
1615766400,2021-03-15 00:00:00,BTC/USD,58956.90,60595.13,54555.00,55644.37,7725.21404982,429864668.91738254
1615680000,2021-03-14 00:00:00,BTC/USD,61177.03,61700.00,58959.57,59016.39,3274.12215493,193226870.0029893
1615593600,2021-03-13 00:00:00,BTC/USD,57297.67,61781.83,56080.96,61165.19,6187.83400169,378480042.4018292
1615507200,2021-03-12 00:00:00,BTC/USD,57847.92,58098.50,55011.00,57271.04,5232.31057076,299659867.9904188
1615420800,2021-03-11 00:00:00,BTC/USD,55918.09,58155.99,54269.00,57772.09,6640.48776529,383634856.82023275
1615334400,2021-03-10 00:00:00,BTC/USD,54927.29,57402.89,53010.00,55852.29,6916.27818124,386289974.699289
1615248000,2021-03-09 00:00:00,BTC/USD,52427.80,54939.26,51857.00,54929.02,5428.89224399,298203730.6479716
1615161600,2021-03-08 00:00:00,BTC/USD,50952.55,52427.80,49316.98,52427.80,4419.56113432,231707867.2379021
1615075200,2021-03-07 00:00:00,BTC/USD,48933.12,51477.53,48933.12,50967.30,2818.44991057,143648782.12699437
1614988800,2021-03-06 00:00:00,BTC/USD,48774.67,49200.00,47082.29,48904.63,2141.06029528,104707761.54835914
1614902400,2021-03-05 00:00:00,BTC/USD,48353.09,49471.24,46294.00,48739.21,5219.24690875,254381971.1274171
1614816000,2021-03-04 00:00:00,BTC/USD,50376.05,51817.54,47500.00,48360.50,5641.61213573,272831183.6899707
1614729600,2021-03-03 00:00:00,BTC/USD,48438.00,52652.82,48168.45,50379.68,6151.48715250,309909954.2670612
1614643200,2021-03-02 00:00:00,BTC/USD,49641.89,50250.00,47069.52,48516.35,4945.78880692,239951620.78261313
1614556800,2021-03-01 00:00:00,BTC/USD,45261.56,49831.52,45020.25,49629.33,8512.75943780,422482547.34919065
1614470400,2021-02-28 00:00:00,BTC/USD,46142.10,46659.88,43021.00,45240.96,6668.91811403,301708257.6401067
1614384000,2021-02-27 00:00:00,BTC/USD,46324.15,48365.31,45050.00,46109.98,3071.56836645,141629955.9456422
1614297600,2021-02-26 00:00:00,BTC/USD,47070.18,48476.62,44151.97,46314.83,8126.22740854,376364840.96787065
1614211200,2021-02-25 00:00:00,BTC/USD,49715.13,52079.16,46723.00,47088.58,7920.69294708,372974183.49401236
1614124800,2021-02-24 00:00:00,BTC/USD,48927.33,51459.51,47000.00,49754.00,8774.36674339,436559842.950626
1614038400,2021-02-23 00:00:00,BTC/USD,54173.64,54196.58,44845.72,48887.93,17766.39814895,868562429.0579972
1613952000,2021-02-22 00:00:00,BTC/USD,57485.74,57564.19,47400.00,54173.65,17002.83273081,921105509.3674452
1613865600,2021-02-21 00:00:00,BTC/USD,55919.75,58354.14,55537.99,57492.91,3562.96950963,204845485.34990174
1613779200,2021-02-20 00:00:00,BTC/USD,56000.59,57553.81,54000.00,55936.04,5187.25046252,290154249.3615372
1613692800,2021-02-19 00:00:00,BTC/USD,51560.46,56399.99,50627.32,55988.58,9229.78250415,516762416.11620265
1613606400,2021-02-18 00:00:00,BTC/USD,52141.23,52566.98,50869.61,51579.54,6330.14291878,326505859.8849298
1613520000,2021-02-17 00:00:00,BTC/USD,49136.70,52640.00,48896.19,52174.28,9571.64796874,499393841.18247205
1613433600,2021-02-16 00:00:00,BTC/USD,47954.05,50602.53,47036.02,49166.53,8376.07608814,411822596.26981795
1613347200,2021-02-15 00:00:00,BTC/USD,48620.48,49048.82,45914.75,47942.57,6924.33408866,331970371.74896824
1613260800,2021-02-14 00:00:00,BTC/USD,47258.66,49714.66,47081.02,48662.50,5201.69392560,253127430.65451
1613174400,2021-02-13 00:00:00,BTC/USD,47424.25,48220.00,46133.00,47228.48,4271.67215148,201744582.77273017
1613088000,2021-02-12 00:00:00,BTC/USD,48044.88,49000.00,46231.16,47395.84,5970.13590277,282959606.02594244
1613001600,2021-02-11 00:00:00,BTC/USD,44854.63,48696.84,44040.96,47981.48,9390.81635484,450585267.1134284
1612915200,2021-02-10 00:00:00,BTC/USD,46493.90,47364.09,43746.06,44854.63,9483.32895640,425371211.5076081
1612828800,2021-02-09 00:00:00,BTC/USD,46445.51,48216.09,45000.00,46505.20,12505.08248337,581551361.9056185
1612742400,2021-02-08 00:00:00,BTC/USD,38870.36,46712.12,38050.97,46416.45,19053.71343569,884405737.002033
1612656000,2021-02-07 00:00:00,BTC/USD,39274.80,39727.44,37412.93,38858.39,5973.24016085,232110495.73397204
1612569600,2021-02-06 00:00:00,BTC/USD,38320.00,41025.48,38230.81,39282.10,8635.66020711,339226867.8217157
1612483200,2021-02-05 00:00:00,BTC/USD,36984.28,38359.69,36618.36,38320.00,5211.97488137,199722877.4540984
1612396800,2021-02-04 00:00:00,BTC/USD,37693.00,38748.52,36197.65,36996.32,11762.80234811,435180399.767429
1612310400,2021-02-03 00:00:00,BTC/USD,35496.91,37732.87,35382.45,37691.63,8777.33287657,330831983.17051214
1612224000,2021-02-02 00:00:00,BTC/USD,33497.16,36008.67,33431.67,35522.16,7225.86501969,256678333.36783135
1612137600,2021-02-01 00:00:00,BTC/USD,33110.32,34736.10,32333.01,33532.74,8374.05662032,280805063.39446926
1612051200,2021-01-31 00:00:00,BTC/USD,34300.19,34380.21,32193.70,33141.38,4750.12315608,157425636.56244656
1611964800,2021-01-30 00:00:00,BTC/USD,34265.71,34931.39,32860.00,34323.00,7281.28566632,249915567.92510137
1611878400,2021-01-29 00:00:00,BTC/USD,33488.66,38620.00,31990.00,34249.64,31439.61903418,1076795633.6578126
1611792000,2021-01-28 00:00:00,BTC/USD,30427.34,33870.58,29899.99,33484.87,17879.35697563,598687944.0125637
1611705600,2021-01-27 00:00:00,BTC/USD,32521.65,32580.12,29150.49,30424.62,22403.70666206,681624261.7846439
1611619200,2021-01-26 00:00:00,BTC/USD,32264.15,32953.28,30847.40,32504.53,11554.91101117,375586951.60990554
1611532800,2021-01-25 00:00:00,BTC/USD,32289.06,34888.00,31939.12,32261.22,10038.75547087,323862498.7719407
1611446400,2021-01-24 00:00:00,BTC/USD,32098.38,33075.75,30960.77,32288.83,4658.70962563,150424283.12133074
1611360000,2021-01-23 00:00:00,BTC/USD,32989.10,33468.46,31426.11,32117.49,5255.74586786,168801365.35353488
1611273600,2021-01-22 00:00:00,BTC/USD,30817.86,33864.85,28800.00,32992.06,17019.58345080,561511118.3838006
1611187200,2021-01-21 00:00:00,BTC/USD,35516.17,35620.96,30044.16,30818.18,21214.64125810,653796632.9275522
1611100800,2021-01-20 00:00:00,BTC/USD,35888.13,36440.10,33400.00,35496.91,12160.46753333,431659021.58853704
1611014400,2021-01-19 00:00:00,BTC/USD,36665.82,37874.71,35888.00,35917.62,6578.85825052,236296930.6760422
1610928000,2021-01-18 00:00:00,BTC/USD,35826.36,37449.86,34777.85,36616.95,6251.21454140,228900410.30171672
1610841600,2021-01-17 00:00:00,BTC/USD,36013.51,36839.00,33833.55,35819.25,6821.71255949,244348627.59651217
1610755200,2021-01-16 00:00:00,BTC/USD,36778.66,37944.12,35350.00,36000.00,7688.58269814,276788977.13304
1610668800,2021-01-15 00:00:00,BTC/USD,39147.98,39694.00,34380.00,36756.57,13499.11727006,496181248.8751693
1610582400,2021-01-14 00:00:00,BTC/USD,37393.49,40112.78,36717.23,39134.35,10923.50473340,427484257.46353227
1610496000,2021-01-13 00:00:00,BTC/USD,34035.02,37800.00,32327.76,37393.49,13662.38751261,510884350.82890683
1610409600,2021-01-12 00:00:00,BTC/USD,35449.71,36639.23,32479.91,34035.02,18267.87445007,621747472.2656214
1610323200,2021-01-11 00:00:00,BTC/USD,38164.88,38261.39,30261.13,35455.58,40786.96425433,1446125474.0765376
1610236800,2021-01-10 00:00:00,BTC/USD,40239.06,41450.00,34322.07,38173.73,16218.99740520,619139627.8168055
1610150400,2021-01-09 00:00:00,BTC/USD,40682.76,41422.77,38788.16,40239.06,8535.84731272,343474472.1673788
1610064000,2021-01-08 00:00:00,BTC/USD,39510.59,42000.00,36618.36,40667.07,22183.95174233,902156318.381956
1609977600,2021-01-07 00:00:00,BTC/USD,36875.96,40402.46,36327.50,39510.49,23102.26120863,912781660.4609635
1609891200,2021-01-06 00:00:00,BTC/USD,34081.24,37050.83,33348.27,36849.94,19219.28788972,708229605.5789086
1609804800,2021-01-05 00:00:00,BTC/USD,32054.23,34500.00,29936.26,34039.05,14806.49650719,503999074.93306583
1609718400,2021-01-04 00:00:00,BTC/USD,33068.83,33669.76,27734.00,32005.88,22446.94000548,718434068.1825922
1609632000,2021-01-03 00:00:00,BTC/USD,32216.51,34800.00,31977.45,33097.83,14160.58128010,468684511.9099322
1609545600,2021-01-02 00:00:00,BTC/USD,29410.77,33333.00,29050.00,32216.53,17867.87889850,575641056.5698922
1609459200,2021-01-01 00:00:00,BTC/USD,28999.63,29700.00,28720.00,29402.64,8781.46555456,258198270.37312803
1609372800,2020-12-31 00:00:00,BTC/USD,28893.21,29300.00,27930.75,28992.79,9477.67661813,274784287.8773533
1609286400,2020-12-30 00:00:00,BTC/USD,27370.00,29010.32,27328.37,28881.30,11741.73338120,339116524.30245155
1609200000,2020-12-29 00:00:00,BTC/USD,27037.90,27395.00,25831.85,27370.00,9577.27829174,262130106.8449238
1609113600,2020-12-28 00:00:00,BTC/USD,26242.82,27473.49,26079.60,27037.91,7987.77761059,215972812.13514748
1609027200,2020-12-27 00:00:00,BTC/USD,26472.89,28377.94,25770.00,26259.60,13234.33412894,347528320.4923128
1608940800,2020-12-26 00:00:00,BTC/USD,24714.01,26809.50,24485.32,26466.28,7491.46184626,198271126.83243412
1608854400,2020-12-25 00:00:00,BTC/USD,23747.22,24777.00,23403.82,24705.15,6469.22897257,159823272.15168774
1608768000,2020-12-24 00:00:00,BTC/USD,23215.00,23779.14,22700.10,23726.28,7185.48205493,170484759.17024454
1608681600,2020-12-23 00:00:00,BTC/USD,23819.08,24096.90,22624.92,23247.71,11541.96937133,268324356.77356216
1608595200,2020-12-22 00:00:00,BTC/USD,22750.07,23843.21,22383.59,23835.10,9367.60948339,223277908.79754898
1608508800,2020-12-21 00:00:00,BTC/USD,23470.85,24123.83,21864.86,22732.01,12675.12801873,288131136.8730505
1608422400,2020-12-20 00:00:00,BTC/USD,23842.38,24298.04,23092.77,23470.85,5095.96264009,119606574.73115636
1608336000,2020-12-19 00:00:00,BTC/USD,23142.05,24217.38,22719.78,23842.99,8672.03769610,206767308.06773534
1608249600,2020-12-18 00:00:00,BTC/USD,22829.89,23284.68,22360.93,23136.14,11360.33890442,262834391.3401077
1608163200,2020-12-17 00:00:00,BTC/USD,21358.96,23777.00,21244.04,22814.24,22626.69253048,516210793.79657805
1608076800,2020-12-16 00:00:00,BTC/USD,19434.55,21576.76,19277.66,21365.70,14974.62184371,319943277.92615473
1607990400,2020-12-15 00:00:00,BTC/USD,19274.33,19567.84,19050.00,19434.87,6750.77219425,131200379.9948635
1607904000,2020-12-14 00:00:00,BTC/USD,19151.82,19346.90,18979.21,19274.33,3618.37690457,69741790.5230607
1607817600,2020-12-13 00:00:00,BTC/USD,18806.83,19416.64,18628.10,19162.36,4251.96121032,81477611.41818756
1607731200,2020-12-12 00:00:00,BTC/USD,18031.23,18956.46,18022.55,18815.63,3515.32704607,66143093.027846076
1607644800,2020-12-11 00:00:00,BTC/USD,18250.30,18290.43,17569.58,18040.02,6687.92267389,120650258.79542908
1607558400,2020-12-10 00:00:00,BTC/USD,18546.38,18562.13,17908.00,18250.30,6784.45549144,123818348.05542742
1607472000,2020-12-09 00:00:00,BTC/USD,18311.31,18654.92,17640.33,18556.64,8906.94524733,165282976.45441377
1607385600,2020-12-08 00:00:00,BTC/USD,19183.13,19300.55,18163.52,18316.43,5979.96623279,109531632.90526174
1607299200,2020-12-07 00:00:00,BTC/USD,19385.13,19431.00,18905.00,19173.50,4323.27044132,82892225.80664901
1607212800,2020-12-06 00:00:00,BTC/USD,19162.17,19418.39,18870.62,19380.58,2503.45426290,48518395.61847448
1607126400,2020-12-05 00:00:00,BTC/USD,18650.08,19185.17,18500.00,19162.16,2376.72322359,45543150.686147355
1607040000,2020-12-04 00:00:00,BTC/USD,19439.94,19552.50,18573.89,18673.76,6261.69674357,116929422.1822077
1606953600,2020-12-03 00:00:00,BTC/USD,19220.09,19621.00,18881.62,19448.40,6196.52507218,120512498.21378553
1606867200,2020-12-02 00:00:00,BTC/USD,18773.21,19346.90,18334.00,19226.55,6749.36401948,129766984.78873318
1606780800,2020-12-01 00:00:00,BTC/USD,19703.53,19918.01,18100.00,18771.43,11799.58943351,221495167.07987264
1606694400,2020-11-30 00:00:00,BTC/USD,18196.75,19864.15,18196.75,19700.19,10612.67092499,209071633.6297787
1606608000,2020-11-29 00:00:00,BTC/USD,17724.41,18352.47,17534.87,18192.03,3736.15917940,67968319.87642018
1606521600,2020-11-28 00:00:00,BTC/USD,17160.38,17896.03,16875.01,17741.79,4471.52202455,79332804.73994096
1606435200,2020-11-27 00:00:00,BTC/USD,17168.31,17471.89,16435.47,17154.39,8964.83242941,153786231.7787466
1606348800,2020-11-26 00:00:00,BTC/USD,18727.24,18911.04,16218.00,17160.09,21424.98655676,367654697.5627917
1606262400,2020-11-25 00:00:00,BTC/USD,19175.13,19490.00,18470.91,18732.43,8962.62225501,167891694.00841695
1606176000,2020-11-24 00:00:00,BTC/USD,18386.92,19442.13,18068.56,19160.85,13262.83116668,254127118.56008047
1606089600,2020-11-23 00:00:00,BTC/USD,18432.60,18786.31,18001.95,18383.35,9412.08722183,173025693.6294285
